USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0 225884  9664 ?        Ss   Aug01   0:21 /sbin/init splash
cuckoo    8335  0.0  0.0 273640  6648 tty2     Sl   Aug01   0:00 /usr/lib/ibus/ibus-dconf
cuckoo    8337  0.0  0.1 336780 20548 tty2     Sl   Aug01   0:00 /usr/lib/ibus/ibus-x11 --kill-daemon
cuckoo    8341  0.0  0.0 271452  5780 ?        Sl   Aug01   0:00 /usr/lib/ibus/ibus-portal
cuckoo    8353  0.0  0.1 1365048 25892 ?       Ssl  Aug01   0:00 /usr/lib/evolution/evolution-source-registry
cuckoo    8365  0.0  0.2 783844 33480 ?        Sl   Aug01   0:00 /usr/lib/gnome-online-accounts/goa-daemon
cuckoo    8366  0.0  0.0 299460  8864 ?        Ssl  Aug01   0:01 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
cuckoo    8372  0.0  0.0 281524  5980 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
cuckoo    8379  0.0  0.0 296256  7588 ?        Sl   Aug01   0:00 /usr/lib/gnome-online-accounts/goa-identity-service
cuckoo    8384  0.0  0.0 266940  5792 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
cuckoo    8390  0.0  0.0 268732  5288 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
cuckoo    8394  0.0  0.0 371724  7752 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
cuckoo    8399  0.0  0.1 509852 22028 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-power
cuckoo    8400  0.0  0.0 342232 10224 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
cuckoo    8402  0.0  0.0 416240  5984 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
cuckoo    8403  0.0  0.0 268628  4792 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
cuckoo    8405  0.0  0.0 445732  9380 tty2     Sl+  Aug01   0:04 /usr/lib/gnome-settings-daemon/gsd-sharing
cuckoo    8409  0.0  0.0 370956  7872 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
cuckoo    8415  0.0  0.0 327868  7856 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-sound
cuckoo    8418  0.0  0.1 487308 21768 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
cuckoo    8426  0.0  0.1 421216 20844 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-wacom
cuckoo    8434  0.0  0.0 271044  5844 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
cuckoo    8435  0.0  0.1 336384 20024 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
cuckoo    8437  0.0  0.1 651400 21568 tty2     Sl+  Aug01   1:52 /usr/lib/gnome-settings-daemon/gsd-color
cuckoo    8439  0.0  0.0 462632 13956 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-datetime
cuckoo    8441  0.0  0.0 357420  7020 tty2     Sl+  Aug01   0:15 /usr/lib/gnome-settings-daemon/gsd-housekeeping
cuckoo    8442  0.0  0.1 490760 20440 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
cuckoo    8448  0.0  0.1 1074528 22820 tty2    Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
cuckoo    8450  0.0  0.0 271048  5944 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-mouse
cuckoo    8484  0.0  0.0 501664 12672 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
cuckoo    8493  0.0  0.6 1026044 111496 tty2   Sl+  Aug01   0:05 nautilus-desktop
cuckoo    8498  0.0  0.0 271936  6484 tty2     Sl+  Aug01   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
cuckoo    8505  0.0  1.2 1471756 205852 tty2   SLl+ Aug01   0:55 /usr/bin/gnome-software --gapplication-service
cuckoo    8520  0.0  0.0 361136  7260 ?        Sl   Aug01   0:06 /usr/lib/gvfs/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
cuckoo    8526  0.0  0.4 885336 67660 ?        Ssl  Aug01   0:00 /usr/lib/evolution/evolution-calendar-factory
cuckoo    8544  0.0  0.0 197784  6504 tty2     Sl   Aug01   0:00 /usr/lib/ibus/ibus-engine-simple
cuckoo    8561  0.0  0.3 1129172 62556 ?       Sl   Aug01   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx8526x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/8526/2
cuckoo    8563  0.0  0.0 188032  5308 ?        Sl   Aug01   0:00 /usr/lib/dconf/dconf-service
cuckoo    8581  0.0  0.1 725620 24000 ?        Ssl  Aug01   0:00 /usr/lib/evolution/evolution-addressbook-factory
cuckoo    8591  0.0  0.1 1010120 26592 ?       Sl   Aug01   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx8581x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/8581/2
cuckoo    8663  0.0  0.1 435848 20924 tty2     Sl+  Aug01   0:06 update-notifier
cuckoo    8675  0.0  0.3 1405604 65048 ?       Sl   Aug01   0:09 /usr/bin/nautilus --gapplication-service
cuckoo    9006  0.0  0.2 870936 34500 tty2     Sl+  Aug01   0:00 /usr/lib/deja-dup/deja-dup-monitor
root      9119  0.0  0.0      0     0 ?        I    11:45   0:00 [kworker/2:2]
cynet     9384  0.0  0.5 2573188 93024 tty3    Sl+  11:48   0:00 /usr/lib/firefox/firefox -contentproc -childID 8 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {c27ec142-69f8-4b96-8c9f-a6472aaf08a6} 6054 true tab
cynet     9417  0.0  0.6 2621408 111504 tty3   Sl+  11:48   0:00 /usr/lib/firefox/firefox -contentproc -childID 9 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {c20924ef-69a5-4435-ab38-719505f74194} 6054 true tab
cynet     9421  0.2  0.9 2660116 156716 tty3   Sl+  11:48   0:06 /usr/lib/firefox/firefox -contentproc -childID 10 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {3f12e74a-1483-4c13-9860-a3101f6f506f} 6054 true tab
cynet     9464  0.0  0.4 2555268 76020 tty3    Sl+  11:48   0:00 /usr/lib/firefox/firefox -contentproc -childID 11 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {93f07a5f-ad2b-4bc8-b1bb-31bd65ce15e0} 6054 true tab
cynet     9468  0.0  0.4 2555268 76292 tty3    Sl+  11:48   0:00 /usr/lib/firefox/firefox -contentproc -childID 12 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {998cdf63-077c-4de1-8a26-e26b006c58d5} 6054 true tab
cuckoo    9499  0.0  0.0 197400  5976 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfsd-metadata
cuckoo    9515  0.0  0.2 796560 38728 ?        Ssl  Aug01   0:05 /usr/lib/gnome-terminal/gnome-terminal-server
cuckoo    9525  0.0  0.0  22848  5400 pts/0    Ss   Aug01   0:00 bash
cuckoo    9676  0.0  0.0  22848  3716 pts/0    S+   Aug01   0:00 bash
cuckoo    9679  0.0  0.4 202028 73060 pts/0    S+   Aug01   1:05 /home/cuckoo/cuckoo/bin/python2 /home/cuckoo/cuckoo/bin/cuckoo api
cuckoo    9684  0.0  0.0  22716  5372 pts/1    Ss   Aug01   0:00 bash
cuckoo   10103  0.0  0.9 1176648556 150240 ?   SLl  Aug01   3:02 /usr/share/code/code --unity-launch /home/cuckoo/CUCKOO-BLACKIT-API.sh
cuckoo   10106  0.0  0.2 33914032 44796 ?      S    Aug01   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
cuckoo   10107  0.0  0.2 33914024 45044 ?      S    Aug01   0:00 /usr/share/code/code --type=zygote
cuckoo   10109  0.0  0.0 33914048 11880 ?      S    Aug01   0:00 /usr/share/code/code --type=zygote
cuckoo   10134  0.0  0.4 34054960 77788 ?      Sl   Aug01   0:22 /usr/share/code/code --type=gpu-process --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cuckoo   10151  0.0  0.4 33969604 66652 ?      Sl   Aug01   0:30 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cuckoo   10160  0.0  1.0 1184886756 171768 ?   Sl   Aug01   0:26 /usr/share/code/code --type=renderer --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1690894277104482 --launch-time-ticks=4902995105 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:e1642868-3b12-4321-8f77-04100e1fd7b4
cuckoo   10195  0.0  0.4 1176455112 79808 ?    Sl   Aug01   0:53 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cuckoo   10196  0.0  0.5 1176458768 94124 ?    Sl   Aug01   0:59 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cuckoo   10197  0.0  0.4 1176453064 77272 ?    Sl   Aug01   0:40 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cuckoo   10198  0.0  0.5 1176453004 96912 ?    Sl   Aug01   0:28 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --inspect-port=0 --enable-crash-reporter=a80a7867-556b-41ac-bb2a-8f9e41b6783e,no_channel --user-data-dir=/home/cuckoo/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,751801553777905424,15839163427615546294,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    10283  0.0  0.4 2555268 76184 tty3    Sl+  11:53   0:00 /usr/lib/firefox/firefox -contentproc -childID 13 -isForBrowser -prefsLen 30328 -prefMapSize 234365 -jsInitLen 238780 -parentBuildID 20230522134052 -appDir /usr/lib/firefox/browser {cab780be-39e0-4bb8-962e-a2e4c273e7f5} 6054 true tab
root     10914  0.0  0.0      0     0 ?        I    12:02   0:00 [kworker/1:0]
cuckoo   10951  0.0  0.0 363280  7448 ?        Sl   Aug01   0:00 /usr/lib/gvfs/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
cuckoo   10992  0.0  0.0 447920  7760 ?        Sl   Aug01   0:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/5
root     11011  0.0  0.0      0     0 ?        I    12:02   0:00 [kworker/3:1]
root     11155  0.0  0.0      0     0 ?        I    12:03   0:00 [kworker/0:0]
cuckoo   11166  0.0  0.0 426428  8652 ?        Ssl  Aug01   0:00 /usr/bin/zeitgeist-daemon
cuckoo   11172  0.0  0.0 326616 16248 ?        Ssl  Aug01   0:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
root     11254  0.0  0.0      0     0 ?        I    12:05   0:00 [kworker/3:3]
cynet    11255  1.6  0.9 1176707368 155472 tty3 SLl+ 12:05   0:21 /usr/share/code/code --unity-launch
cynet    11259  0.0  0.2 33914040 45400 tty3   S+   12:05   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
cynet    11260  0.0  0.2 33914024 45256 tty3   S+   12:05   0:00 /usr/share/code/code --type=zygote
cynet    11262  0.0  0.0 33914048 11852 tty3   S+   12:05   0:00 /usr/share/code/code --type=zygote
cynet    11276  0.0  0.0 33586640 3092 ?       Sl   12:05   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/cynet/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=232da4d8-2259-48d3-8fe4-34917c733ed6&iid=232da4d8-2259-48d3-8fe4-34917c733ed6&sid=232da4d8-2259-48d3-8fe4-34917c733ed6 --annotation=IsOfficialBuild=1 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.81.0 --annotation=exe=/usr/share/code/code --unity-launch --annotation=lsb-release=Ubuntu 18.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=22.3.18 --initial-client-fd=42 --shared-client-connection
root     11290  0.0  0.0  65140  3932 pts/1    S    Aug01   0:00 su cynet
cynet    11291  0.0  0.0  77064  8260 ?        Ss   Aug01   0:00 /lib/systemd/systemd --user
cynet    11292  0.0  0.0 261544  2732 ?        S    Aug01   0:00 (sd-pam)
cynet    11295 15.4  0.5 34045268 97272 tty3   Sl+  12:05   3:20 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    11303  0.0  0.0  22856  5372 pts/1    S    Aug01   0:00 bash
cynet    11312  0.0  0.3 33969684 63468 tty3   Sl+  12:05   0:00 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    11321 15.3  2.7 1187006840 458804 tty3 Sl+ 12:05   3:18 /usr/share/code/code --type=renderer --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --first-renderer-process --lang=en-GB --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1690894277104482 --launch-time-ticks=418430058234 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:7dfec11b-dbf9-4492-8682-70adf315184a
root     11323  0.0  0.0  72144  4540 pts/1    S+   Aug01   0:00 sudo ./cuckoo/bin/cuckoo rooter
root     11324  0.0  0.4 194432 69620 pts/1    S+   Aug01   0:00 /home/cuckoo/cuckoo/bin/python2 ./cuckoo/bin/cuckoo rooter
cuckoo   11330  0.0  0.0  22848  5424 pts/2    Ss+  Aug01   0:00 bash
cynet    11354  0.9  1.0 1176459280 171364 tty3 Sl+ 12:05   0:12 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --inspect-port=0 --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    11370  0.4  0.5 1176471780 89460 tty3 Sl+  12:05   0:06 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
root     11374  0.0  0.0 408232  8988 ?        Sl   Aug01   0:00 gdm-session-worker [pam/gdm-password]
cynet    11380  0.0  0.0 281252  7688 ?        Sl   Aug01   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
cynet    11384  0.0  0.0 205028  6028 tty3     Ssl+ Aug01   0:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
cynet    11386  0.0  0.8 883888 141364 tty3    Sl+  Aug01   3:26 /usr/lib/xorg/Xorg vt3 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
cynet    11394  0.0  0.0  51816  6216 ?        Ss   Aug01   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
cynet    11397  0.0  0.0 625696 13980 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
cynet    11404  0.5  0.5 1176452524 87436 tty3 Sl+  12:05   0:06 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    11405  0.0  0.4 1176469472 80488 tty3 Sl+  12:05   0:00 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=11276 --enable-crash-reporter=af1c6948-de2c-4a66-a8fa-11c368013ec7,no_channel --user-data-dir=/home/cynet/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14263021317052809694,10959392374682468401,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
cynet    11426  0.1  0.4 1176378172 76920 tty3 Sl+  12:05   0:01 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=11354
cynet    11470  0.0  0.0  22940  5536 pts/4    Ss   12:05   0:00 /bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
cynet    11490  0.0  0.0  11316   324 ?        Ss   Aug01   0:01 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
cynet    11496  0.0  0.0 349296  6220 ?        Ssl  Aug01   0:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
cynet    11501  0.0  0.0  49928  4228 ?        S    Aug01   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
cynet    11503  0.0  0.0 220784  7024 ?        Sl   Aug01   0:01 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
cynet    11511  0.5  0.3 924228 55996 tty3     Sl+  12:05   0:06 /home/cynet/.vscode/extensions/ms-vscode.cpptools-1.16.3-linux-x64/bin/cpptools
cynet    11529  0.2  2.1 4269012 349240 tty3   Sl+  Aug01  17:42 /usr/bin/gnome-shell
cynet    11539  0.0  0.0 284864  7144 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfsd
cynet    11544  0.0  0.0 416116  5512 ?        Sl   Aug01   0:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
cynet    11555  0.0  0.0 1516084 13812 ?       S<l  Aug01   0:00 /usr/bin/pulseaudio --start --log-target=syslog
cynet    11567  0.0  0.0 354912  8328 tty3     Sl   Aug01   0:10 ibus-daemon --xim --panel disable
cynet    11571  0.0  0.1 690976 21900 ?        Sl   Aug01   0:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
cynet    11575  0.0  0.0 273640  6544 tty3     Sl   Aug01   0:00 /usr/lib/ibus/ibus-dconf
cynet    11577  0.0  0.1 336800 20692 tty3     Sl   Aug01   0:00 /usr/lib/ibus/ibus-x11 --kill-daemon
cynet    11579  0.0  0.0 271452  6024 ?        Sl   Aug01   0:00 /usr/lib/ibus/ibus-portal
cynet    11590  0.0  0.1 1365072 26012 ?       Ssl  Aug01   0:00 /usr/lib/evolution/evolution-source-registry
cynet    11600  0.0  0.2 783848 33860 ?        Sl   Aug01   0:00 /usr/lib/gnome-online-accounts/goa-daemon
cynet    11609  0.0  0.0 369988  7564 ?        Sl   Aug01   0:00 /usr/lib/gnome-online-accounts/goa-identity-service
cynet    11619  0.0  0.0 188024  5328 ?        Sl   Aug01   0:00 /usr/lib/dconf/dconf-service
cynet    11622  0.0  0.0 299340  8332 ?        Ssl  Aug01   0:01 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
cynet    11626  0.0  0.0 281524  5892 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
cynet    11630  0.0  0.0 266940  5800 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
cynet    11634  0.0  0.0 268732  5272 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
cynet    11638  0.0  0.0 371724  7708 ?        Ssl  Aug01   0:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
cynet    11643  0.0  0.1 509980 22760 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-power
cynet    11645  0.0  0.0 342232 10092 tty3     Sl+  Aug01   0:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
